"MARCA_VEHICULO","MODELO_VEHICULO","TIPO_VEHICULO","EDAD_VEHICULO","FECHA_ACCIDENTE","GRAVEDAD_ACCIDENTE","DEPARTAMENTO_ACCIDENTE","MUNICIPIO_ACCIDENTE","AUTORIDAD_DE_TRANSITO"
"HONDA","2020","MOTOCICLETA","6","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2018","MOTOCICLETA","7","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2023","CAMION","3","Apr 2023","CON MUERTOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2015","AUTOMOVIL","11","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SUZUKI","2012","MOTOCICLETA","12","Apr 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"SUZUKI","2006","MOTOCICLETA","19","Apr 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"SUZUKI","2023","MOTOCICLETA","3","Apr 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"SUZUKI","2019","MOTOCICLETA","7","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"VOLVO","2014","BUS","11","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SUZUKI","2022","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2014","MOTOCICLETA","12","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2022","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2022","CAMIONETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2020","MOTOCICLETA","6","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2015","AUTOMOVIL","10","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2022","CAMION","3","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2019","MOTOCICLETA","7","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2020","CAMIONETA","5","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2013","AUTOMOVIL","12","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2006","CAMIONETA","19","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2011","BUS","15","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2005","BUSETA","20","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2015","AUTOMOVIL","11","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2016","AUTOMOVIL","10","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2016","CAMIONETA","10","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2011","AUTOMOVIL","14","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2021","CAMIONETA","5","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2015","MOTOCICLETA","11","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2007","AUTOMOVIL","19","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2012","AUTOMOVIL","13","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2008","MOTOCICLETA","17","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2003","AUTOMOVIL","23","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CORCEL","1994","CAMIONETA","31","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","1989","CAMIONETA","30","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2012","MOTOCICLETA","13","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2003","BUSETA","22","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2016","AUTOMOVIL","9","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2018","AUTOMOVIL","7","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2019","AUTOMOVIL","7","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2014","MOTOCICLETA","11","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2017","CAMIONETA","9","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2011","AUTOMOVIL","15","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2018","MOTOCICLETA","7","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2012","AUTOMOVIL","14","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2012","AUTOMOVIL","13","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2005","BUSETA","21","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2014","AUTOMOVIL","12","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2006","MOTOCICLETA","19","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2012","MOTOCICLETA","14","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2010","CAMIONETA","15","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2019","CAMION","7","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2011","AUTOMOVIL","14","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2012","AUTOMOVIL","13","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"VICTORY","2023","MOTOCICLETA","3","Apr 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"HYUNDAI","2010","AUTOMOVIL","15","Apr 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"SUZUKI","2022","CAMIONETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2023","MOTOCICLETA","3","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2021","MOTOCICLETA","5","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2022","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"DAIHATSU","2012","CAMPERO","14","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2020","MOTOCICLETA","6","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2022","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2023","MOTOCICLETA","2","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2014","BUS","11","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2018","MOTOCICLETA","8","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2006","BUS","19","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2024","MOTOCICLETA","2","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2010","MOTOCICLETA","14","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2006","BUS","19","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KENWORTH","2023","TRACTOCAMION","3","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2021","MOTOCICLETA","5","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KENWORTH","2022","VOLQUETA","4","Apr 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2023","MOTOCICLETA","3","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2019","BUS","7","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2021","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2007","MOTOCICLETA","18","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2013","MOTOCICLETA","13","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TVS","2023","MOTOCICLETA","3","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2023","MOTOCICLETA","2","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2008","MICROBUS","17","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2008","AUTOMOVIL","17","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2020","AUTOMOVIL","5","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"VICTORY","2021","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"VICTORY","2022","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2012","CAMIONETA","14","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2020","AUTOMOVIL","6","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2022","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2020","AUTOMOVIL","6","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2023","MOTOCICLETA","3","Apr 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2010","AUTOMOVIL","16","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2016","AUTOMOVIL","9","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FORD","2017","CAMIONETA","9","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2012","AUTOMOVIL","13","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2016","AUTOMOVIL","10","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2011","AUTOMOVIL","15","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2022","MOTOCICLETA","4","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2008","AUTOMOVIL","17","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2009","AUTOMOVIL","17","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2014","AUTOMOVIL","12","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2007","AUTOMOVIL","19","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2011","AUTOMOVIL","15","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2013","AUTOMOVIL","12","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2011","AUTOMOVIL","15","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FORD","2014","CAMIONETA","11","Apr 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2005","AUTOMOVIL","20","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2016","AUTOMOVIL","10","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FORD","2015","AUTOMOVIL","10","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2020","AUTOMOVIL","5","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FOTON","2016","CAMION","9","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2016","AUTOMOVIL","9","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2013","AUTOMOVIL","13","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2020","MOTOCICLETA","6","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BMW","2021","CAMIONETA","4","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2020","AUTOMOVIL","5","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2017","AUTOMOVIL","8","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2021","AUTOMOVIL","4","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"COMBAT","2022","MOTOCICLETA","4","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2016","MOTOCICLETA","10","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HAFEI","2008","CAMIONETA","17","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2014","AUTOMOVIL","11","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2016","AUTOMOVIL","10","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2011","AUTOMOVIL","15","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2015","AUTOMOVIL","10","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2006","AUTOMOVIL","20","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2005","AUTOMOVIL","20","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2007","AUTOMOVIL","18","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2007","AUTOMOVIL","19","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2019","AUTOMOVIL","6","Apr 2022","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2013","AUTOMOVIL","13","Apr 2022","CON MUERTOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KYMCO","2014","MOTOCICLETA","12","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2017","MOTOCICLETA","9","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TVS","2022","MOTOCICLETA","3","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2020","MOTOCICLETA","6","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2006","BUS","19","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2023","MOTOCICLETA","3","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TVS","2014","MOTOCICLETA","12","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HERO","2022","MOTOCICLETA","4","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"DODGE","1980","VOLQUETA","32","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AGRALE","2007","BUS","19","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2021","MOTOCICLETA","5","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MITSUBISHI","1999","CAMPERO","27","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2019","MOTOCICLETA","6","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2009","MOTOCICLETA","16","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2019","BUS","7","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2018","MOTOCICLETA","7","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2015","MOTOCICLETA","10","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2019","AUTOMOVIL","6","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","1997","MOTOCICLETA","28","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2014","BUS","11","Apr 2022","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","1992","AUTOMOVIL","34","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2003","AUTOMOVIL","22","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2015","BUS","11","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","1992","CAMIONETA","26","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2016","AUTOMOVIL","10","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2011","AUTOMOVIL","15","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2017","MOTOCICLETA","9","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2003","BUSETA","22","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2006","AUTOMOVIL","19","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2016","AUTOMOVIL","10","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2010","AUTOMOVIL","15","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2014","MOTOCICLETA","12","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2009","AUTOMOVIL","16","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2015","BUS","10","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2009","AUTOMOVIL","17","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2015","BUS","11","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2011","CAMIONETA","15","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","2022","AUTOMOVIL","3","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2005","BUSETA","21","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2014","AUTOMOVIL","12","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2009","BUS","17","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2009","MOTOCICLETA","22","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2003","AUTOMOVIL","22","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","1993","AUTOMOVIL","32","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2018","AUTOMOVIL","8","Apr 2022","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
