"MARCA_VEHICULO","MODELO_VEHICULO","TIPO_VEHICULO","EDAD_VEHICULO","FECHA_ACCIDENTE","GRAVEDAD_ACCIDENTE","DEPARTAMENTO_ACCIDENTE","MUNICIPIO_ACCIDENTE","AUTORIDAD_DE_TRANSITO"
"HONDA","2019","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","1998","CAMIONETA","27","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2015","MOTOCICLETA","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2004","MOTOCICLETA","21","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2022","CAMIONETA","4","Nov 2023","CON HERIDOS","RISARALDA","BALBOA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2022","CAMIONETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2016","CAMIONETA","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2020","AUTOMOVIL","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2023","CAMION","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2017","AUTOMOVIL","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2021","AUTOMOVIL","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2012","CAMION","14","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2024","MOTOCICLETA","2","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","2015","CAMIONETA","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","1996","CAMION","29","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2007","BUSETA","19","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","2019","CAMIONETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2020","CAMIONETA","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2008","CAMIONETA","18","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2006","AUTOMOVIL","20","Nov 2023","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KYMCO","2015","MOTOCICLETA","11","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KYMCO","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SUZUKI","2008","MOTOCICLETA","18","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"MITSUBISHI","2010","MICROBUS","14","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"VOLVO","2014","BUS","11","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HERO","2021","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SUZUKI","2017","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SUZUKI","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"TVS","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SUZUKI","2008","MOTOCICLETA","17","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"VOLKSWAGEN","2018","CAMIONETA","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SUZUKI","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HERO","2018","MOTOCICLETA","8","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"SUZUKI","2009","MOTOCICLETA","17","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"VOLKSWAGEN","2019","CAMIONETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"SUZUKI","2016","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"KENWORTH","2012","TRACTOCAMION","13","Nov 2023","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2016","AUTOMOVIL","10","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"MAZDA","2011","AUTOMOVIL","14","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2013","AUTOMOVIL","13","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2017","MOTOCICLETA","8","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"MAZDA","2019","AUTOMOVIL","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2019","AUTOMOVIL","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2019","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2012","AUTOMOVIL","13","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2016","AUTOMOVIL","10","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2006","AUTOMOVIL","19","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"JAC","2021","CAMION","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA - LA YE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"VOLKSWAGEN","2015","CAMION","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA - LA YE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2016","AUTOMOVIL","10","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"HONDA","2021","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"NISSAN","2006","BUSETA","19","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"CHEVROLET","2011","AUTOMOVIL","15","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2012","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2017","MOTOCICLETA","8","Nov 2023","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2010","MOTOCICLETA","15","Nov 2023","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"NISSAN","2012","AUTOMOVIL","14","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2020","CAMION","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"NISSAN","2021","AUTOMOVIL","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2021","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2015","BUS","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2018","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HINO","2005","BUS","20","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2016","MOTOCICLETA","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2017","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","BALBOA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2004","CAMION","22","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA - LA YE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2008","MOTOCICLETA","18","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2000","MOTOCICLETA","25","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2013","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2016","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2018","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2020","AUTOMOVIL","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2013","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2021","MOTOCARRO","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","1994","MOTOCICLETA","32","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2020","AUTOMOVIL","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2018","MOTOCICLETA","8","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2019","CAMIONETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2023","CAMIONETA","2","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2016","CAMIONETA","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2019","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2011","MOTOCICLETA","14","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"ZOTYE","2007","CAMIONETA","18","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2010","MOTOCICLETA","16","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2007","MOTOCICLETA","18","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2000","MOTOCICLETA","25","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2013","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2015","MOTOCICLETA","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2019","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2012","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KTM","2018","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2021","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2011","MOTOCICLETA","15","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2016","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2018","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2014","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2013","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2023","CAMIONETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2017","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2020","AUTOMOVIL","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2013","CAMIONETA","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YUTONG","2014","BUS","12","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2021","AUTOMOVIL","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2005","AUTOMOVIL","21","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SIGMA","2013","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2021","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2007","MOTOCICLETA","21","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2010","AUTOMOVIL","16","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2011","AUTOMOVIL","15","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2020","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2013","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2009","MOTOCICLETA","16","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2014","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KTM","2017","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2020","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2020","AUTOMOVIL","5","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2018","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2011","MOTOCICLETA","15","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2015","MOTOCICLETA","11","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2022","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2011","MOTOCICLETA","14","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KTM","2024","MOTOCICLETA","2","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2024","MOTOCICLETA","2","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2014","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2017","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"BAJAJ","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"YAMAHA","2012","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"YAMAHA","2012","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"BAJAJ","2014","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2024","MOTOCICLETA","2","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2020","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","2","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2020","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2014","MOTOCICLETA","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2008","AUTOMOVIL","17","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2021","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2019","AUTOMOVIL","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2009","MOTOCICLETA","17","Nov 2023","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2024","MOTOCICLETA","2","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2020","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA - LAGUNETA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2014","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA - LAGUNETA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2017","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA - LA YE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
